Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
Long Building Technologies,90,Yes,"Heating, Ventilation & Air Conditioning",Heating & Air Conditioning Contractors,"Apr, Jul",$833.03k,23,Commercial,$100M - $500M,$0 - $1K,>10Y,B2B,"Spring, Summer",No,WordPress.org,,Yes,Yes,Yes,52,4.2,No,-,-,201 to 500,53,3.2,21,80,No,Yes,No,No,323.977s,WordPress.org,High,No,Not Detected,Not Detected,Not Detected,Not Detected,46,Yes,81,14,Yes,"30Y, 2M",100,Yes,402,55,Yes,144,498,Yes,Yes,Yes,19,10,"8,215",77,No,No,Yes,380,257,21,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,41,Yes,<$1K,0,No,No,-,No,No,No,Yes,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
Mancuso Harley-davidson Crossroads,90,Yes,Motorcycles & Motor Sports,Motorcycle Dealers,"Mar, Aug, Dec",$4278.55k,2,Commercial,$1M - $2.5M,$1K - $5K,-,B2B,"Spring, Summer, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,1018,4.6,Yes,4,No,1 to 10,0,0,0,20,-,Yes,Yes,No,780.701s,Not Detected,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,58,Yes,86,17,Yes,"22Y, 2M",94,Yes,"15,755","14,794",Yes,96,273,Yes,Yes,No,-,-,-,-,-,-,Yes,"2,494","1,979",344,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,No,,,No,No,No,Yes,-,-,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Windward Palms,90,Yes,Retirement & Assisted Living Facilities,Retirement Homes,"Oct, Nov, Dec",$0.00k,1,Residential,$1M - $2.5M,$5K - $20K,6Y - 10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,45,4,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,0s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,25,Yes,95,41,Yes,"5Y, 6M",82,Yes,"13,888","4,807",Yes,"1,373","1,435",No,Yes,Yes,120,16,141,8,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Rivas Medical Weight Loss,90,Yes,"Diet, Nutrition & Weight Management",Weight Loss & Control Programs,"Oct, Nov, Dec",$0.00k,8,Commercial,$1M - $2.5M,$0 - $1K,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"WordPress.org,Joomla,Squarespace,Bolt",Google Analytics,Yes,-,-,-,-,Yes,1,No,11 to 50,0,0,0,80,No,Yes,No,No,436.229s,"WordPress.org, Joomla, Squarespace, Bolt",Medium,No,YouTube,Not Detected,Not Detected,Not Detected,55,Yes,86,6,Yes,"16Y, 3M",94,Yes,"1,256",11,Yes,53,19,Yes,Yes,No,-,-,-,-,-,-,Yes,232,"1,076",347,,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,59.21,No,Yes,,,No,Yes,No,Yes,-,-,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
Preferred Chrysler Dodge Jeep Ram Of Grand Haven,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,-,$5K - $20K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt","CrazyEgg,Google Analytics",Yes,Yes,Yes,1299,4.4,No,-,-,201 to 500,-,-,9,20,-,Yes,Yes,No,13s,"Joomla, DealerOn, Bolt",Medium,No,YouTube,Not Detected,Not Detected,Not Detected,121,Yes,90,6,Yes,"11Y, 8M",94,Yes,901,"1,194",Yes,96,260,Yes,Yes,No,-,-,-,-,-,-,Yes,0,2,1,,,,,,,,,,,,,,No,-,-,No,No,55,Yes,$1K - $5K,573.5,No,No,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Smith Godios Sorensen Inc,90,Yes,Legal Services,Attorneys,"Oct, Nov, Dec",$126.74k,2,Commercial,$2.5M - $5M,-,>10Y,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,115,4.8,No,-,-,11 to 50,0,0,0,50,No,Yes,Yes,No,1518.703s,WordPress.org,Medium,Yes,Not Detected,Outlook,Not Detected,Not Detected,36,Yes,81,0,Yes,"6Y, 4M",100,Yes,274,6,Yes,22,78,Yes,Yes,Yes,-,-,63,3,No,No,Yes,68,42,310,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,99.02,Yes,No,,No,No,No,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
Statements 2000,90,Yes,Artists & Art Dealers,Artists Fine Art,,,1,-,-,-,-,B2C,-,No,Bolt,Google Analytics,-,-,-,-,-,No,-,-,-,-,-,-,50,-,Yes,Yes,No,50s,Bolt,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,94,Yes,90,17,No,"15Y, 7M",100,Yes,-,2,Yes,"7,049","3,202",Yes,Yes,Yes,"4,506",854,"36,886",78,No,Yes,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,No,Yes,No,No,Yes,114,$385,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,$1K - $5K,-,Not Detected,Not Detected
Cross Creek Subaru,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$5K - $20K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,Bolt,Google Analytics,Yes,-,-,-,-,No,-,-,51 to 100,0,0,0,80,No,Yes,Yes,No,859.423s,Bolt,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,121,Yes,81,10,Yes,"25Y, 10M",100,Yes,"1,377","1,020",Yes,246,"2,864",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"2,723","1,308","1,133",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
The Lodge At Geneva-on-the-lake,90,Yes,Restaurants,Restaurants American,"Apr, May, Jul, Dec",$909.99k,1,Commercial,$2.5M - $5M,$0 - $1K,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,2278,4.5,Yes,1,-,11 to 50,0,0,0,80,No,Yes,No,No,1s,WordPress.org,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,70,Yes,95,38,Yes,"22Y, 2M",100,Yes,"19,032","34,483",Yes,"1,554","2,145",Yes,Yes,Yes,-,-,458,12,No,No,Yes,338,"2,286",310,,,,,,,,,,,,,,No,-,-,No,No,45,Yes,$1K - $5K,1.7K,-,No,,,Yes,Yes,No,No,-,-,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,-,-,-,Not Detected,Not Detected
Walser Nissan Coon Rapids,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,-,6Y - 10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,WordPress.org,"Google Analytics,Clicky",Yes,Yes,Yes,2181,4.7,Yes,2,No,11 to 50,0,2.0,1,50,No,Yes,Yes,No,0s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,83,Yes,86,21,Yes,"7Y, 11M",94,Yes,"2,478",951,Yes,"1,926","6,267",Yes,Yes,No,-,-,-,-,-,-,Yes,"1,113","1,536",950,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-,-,-,Not Detected,Not Detected
Tri -state Office Furniture,90,Yes,Furniture,Furniture Dealers,"Sep, Nov, Dec",$1681.89k,4,Commercial,$5M - $10M,$1K - $5K,-,B2C,"Labour Day, Fall, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,146,4.8,No,-,-,-,0,0,0,50,No,Yes,Yes,No,413.635s,WordPress.org,Medium,Yes,YouTube,Not Detected,Not Detected,Not Detected,24,Yes,90,6,Yes,"15Y, 2M",100,Yes,-,0,Yes,341,"1,245",Yes,Yes,Yes,-,-,272,19,No,No,Yes,608,373,398,-,-,-,-,-,,,,,,,,,No,-,-,No,No,45,Yes,$1K - $5K,7,No,No,-,,Yes,No,No,Yes,134,-,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Teddy Bears Auto Parts & Salvage Inc.,90,Yes,Automobile - Parts & Accessories,,"Sep, Nov, Dec",$1681.89k,1,Commercial,$1K - $500K,$0 - $1K,-,B2B & B2C,"Labour Day, Fall, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,-,-,-,-,No,-,-,1 to 10,0,0,0,80,No,Yes,No,No,190.154s,WordPress.org,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,42,Yes,90,9,Yes,"23Y, 2M",94,Yes,302,149,Yes,27,"1,055",Yes,Yes,No,-,-,-,-,-,-,Yes,0,49,0,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,141.55,No,No,,,Yes,No,No,Yes,-,-,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Fertility Partnership,90,Yes,Physicians - Fertility & Sterility,,"Nov, Dec",$382.53k,1,Commercial,$1M - $2.5M,$0 - $1K,6Y - 10Y,B2C,"Fall, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,157,4.5,Yes,1,-,1 to 10,0,0,0,20,-,Yes,Yes,No,1601.264s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,37,Yes,81,11,Yes,"15Y, 10M",100,Yes,-,-,Yes,"4,349","2,211",Yes,Yes,Yes,-,-,4,4,No,No,Yes,335,845,43,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,No,,,No,Yes,No,Yes,-,-,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,-,-,Not Detected,Not Detected
New Home Co.,90,Yes,Contractors - Building,Home Builders,"Oct, Nov, Dec",$5085.65k,20,Commercial,$500M - $1B,$5K - $20K,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"WordPress.org,Orchard CMS",Google Analytics,Yes,Yes,Yes,18,3.3,No,-,-,101 to 200,0,0,0,50,No,Yes,Yes,No,348.166s,"WordPress.org, Orchard CMS",Medium,No,YouTube,Not Detected,Not Detected,Not Detected,87,Yes,90,-,Yes,"25Y, 6M",94,Yes,"11,447",67,Yes,965,960,Yes,Yes,No,-,-,-,-,-,-,Yes,858,"9,557",445,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,50,Yes,$5K - $20K,466,No,No,-,No,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-,-,-,Not Detected,Not Detected
"Wagner Reese, Llp",90,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,6,Commercial,$2.5M - $5M,$5K - $20K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,62,5,Yes,-,No,11 to 50,0,0,0,80,No,Yes,No,No,562s,WordPress.org,Medium,Yes,YouTube,"Outlook, Mimecast",Not Detected,Not Detected,65,Yes,81,24,Yes,"12Y, 5M",100,Yes,"6,241",39,Yes,812,"3,531",Yes,Yes,Yes,0,5,0,0,No,No,Yes,481,270,28,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,60,Yes,$20K - $50K,52,Yes,No,,No,No,No,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Riverside Toyota,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,-,$5M - $10M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"WordPress.org,Reynolds and Reynolds,Bolt","Google Analytics,Clicky",Yes,Yes,Yes,3691,4.6,Yes,16,No,11 to 50,0,0,0,50,No,Yes,Yes,No,166.986s,"WordPress.org, Reynolds and Reynolds, Bolt",Medium,No,YouTube,Not Detected,Not Detected,Not Detected,140,Yes,95,11,Yes,"28Y, 11M",82,Yes,"3,746","2,218",Yes,6,321,Yes,No,Yes,2,6,12,1,No,No,Yes,22,36,37,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,59.49,No,Yes,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Coral Springs Nissan,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt","Dataium,AutoID,Google Analytics",Yes,Yes,Yes,7468,4.6,Yes,-,No,201 to 500,0,0,0,80,No,Yes,Yes,No,45.307s,"Joomla, DealerOn, Bolt",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,128,Yes,86,11,Yes,"23Y, 0M",100,Yes,"6,171","2,689",Yes,4,690,Yes,Yes,Yes,37,15,189,22,No,No,Yes,293,"1,815",304,,,,,,,,,,,,,,No,-,-,No,No,46,No,0,0,Yes,No,,,Yes,No,No,Yes,-,-,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Wilson Roofing Company,90,Yes,Contractors - Roofing,Roofing Service Consultants,"Apr, May, Jun, Jul, Aug",$467.05k,3,Commercial,$5M - $10M,$0 - $1K,>10Y,B2C,"Spring, Memorial Day, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,239,4.7,Yes,-,No,51 to 100,0,0,0,20,-,Yes,No,No,38s,WordPress.org,High,No,YouTube,Outlook,Not Detected,Not Detected,36,Yes,95,17,Yes,"27Y, 9M",82,Yes,557,38,Yes,28,64,No,Yes,Yes,2,5,19,4,No,No,Yes,367,486,158,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,60,Yes,$5K - $20K,12,Yes,No,-,No,Yes,No,No,Yes,34,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Hickory Community Theatre,90,Yes,Concert Halls & Theaters,Theaters Fine Arts,,,1,Commercial,$1K - $500K,$1K - $5K,>10Y,B2B & B2C,Summer,No,"Bolt,Jarn,SiteEdit",,Yes,Yes,Yes,358,4.8,No,-,-,1 to 10,0,0,0,50,No,Yes,No,No,29s,"Bolt, Jarn, SiteEdit",Medium,No,YouTube,Gmail,Not Detected,Not Detected,17,Yes,95,26,Yes,"12Y, 10M",94,Yes,"8,242","14,016",Yes,"1,421",524,Yes,Yes,No,-,-,-,-,-,-,Yes,586,"1,451",29,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,8,No,Yes,,,No,Yes,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,SynapseFI
Hidden Creek Landscaping,90,Yes,Landscaping Services & Supplies,Landscape Architects,"Jan, Apr, May, Jun, Dec",$776.67k,3,Commercial,$10M - $25M,$0 - $1K,>10Y,B2B & B2C,"Winter, Spring, Memorial Day, Summer, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,140,4.6,No,-,-,51 to 100,-,-,8,80,No,Yes,No,No,274.37s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,21,Yes,81,8,Yes,"23Y, 2M",100,Yes,-,-,Yes,211,"1,442",Yes,Yes,Yes,-,-,545,11,No,No,Yes,379,"1,174",575,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,41,Yes,<$1K,0,No,No,-,No,Yes,No,No,Yes,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,No,-,-,Not Detected,Not Detected
Bronx Jiu-jitsu,90,Yes,Martial Arts Instruction,,,,1,Commercial,$1K - $500K,$1K - $5K,-,B2C,-,No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,136,4.9,No,-,-,1 to 10,0,0,0,80,No,Yes,Yes,No,566.143s,Not Detected,Medium,No,YouTube,Gmail,Not Detected,Not Detected,22,Yes,95,0,Yes,"13Y, 2M",82,Yes,"2,930","13,144",Yes,35,36,Yes,No,Yes,0,5,0,0,No,No,Yes,"1,079","7,274","2,101",,,,,,,,,,,,,,No,-,-,No,No,61,Yes,<$1K,0,Yes,Yes,,,No,No,No,Yes,-,-,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Avionté,90,Yes,Contractors - Computer,Computer Programming & Software,"Oct, Nov, Dec",$1016.25k,2,Commercial,$1K - $500K,$5K - $20K,>10Y,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,43,3.3,No,-,-,101 to 200,0,0,0,80,No,Yes,No,No,63.797s,WordPress.org,Medium,No,Wistia,Not Detected,Not Detected,Not Detected,67,Yes,81,26,Yes,"18Y, 2M",100,Yes,"1,392",25,Yes,"2,217","6,313",Yes,Yes,Yes,-,-,615,36,No,No,Yes,609,"1,079","1,056",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,No,,,No,No,No,No,-,-,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Midway Chrysler Dodge Jeep Ram,90,Yes,Automobile - Dealers,Automobile Dealers New & Used,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$1K - $500K,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,,-,-,-,-,-,No,-,-,1 to 10,0,0,0,50,No,Yes,Yes,No,227.869s,Not Detected,Low,Yes,Not Detected,Not Detected,Not Detected,Not Detected,-,Yes,95,26,No,"8Y, 2M",94,Yes,"6,412","1,528",Yes,413,"1,156",Yes,Yes,No,-,-,-,-,-,-,Yes,86,417,55,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,2,No,No,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,Not Detected
"Foxbuilt, Inc.",90,Yes,Contractors - Building,Custom Home Building,"Oct, Nov, Dec",$5085.65k,1,Commercial,$1M - $2.5M,$0 - $1K,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,23,4.9,Yes,-,No,1 to 10,0,0,0,80,No,Yes,No,No,381.357s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,33,Yes,86,12,Yes,"18Y, 0M",100,Yes,"1,072",138,Yes,21,12,Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,462","6,256","2,468",-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,41,Yes,<$1K,171.59,No,No,-,No,No,No,No,No,-,-,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Dequattro Orthodontics,90,Yes,Dentists,Dentist Orthodontists,"Jan, Mar, Jun, Aug",$730.00k,1,Commercial,$1K - $500K,$1K - $5K,-,B2C,"Winter, Spring, Summer",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,184,4.9,Yes,-,No,1 to 10,0,0,0,80,No,Yes,Yes,No,2926.793s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,21,Yes,95,12,Yes,"15Y, 2M",82,Yes,"1,586",284,Yes,356,"1,283",Yes,No,Yes,137,84,686,22,Yes,No,Yes,579,884,"2,747",,,,,,,,,,,,,,No,-,-,No,No,51,-,-,-,Yes,No,,,No,Yes,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
International Campaign Fo,90,Yes,Organizations & Associations,Non Profit Organizations,"Oct, Nov, Dec",$5085.65k,1,Commercial,$500K - $1M,$1K - $5K,>10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,No,Yes,3,3.7,Yes,-,No,11 to 50,0,0,0,80,No,Yes,No,No,271.523s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,24,Yes,81,54,Yes,"27Y, 8M",94,Yes,"93,311",11,Yes,"19,418","10,515",Yes,Yes,No,-,-,-,-,-,-,Yes,"1,335","7,665","1,444",,,,,,,,,,,,,,No,-,-,No,No,41,No,0,0,No,No,,,No,No,No,No,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Sage Hill Inn & Spa,90,Yes,"Hotels, Motels, & Lodging",Motels,"Jun, Jul, Aug",$1237.68k,1,-,$5M - $10M,$0 - $1K,-,B2C,Summer,No,WordPress.org,"CrazyEgg,Google Analytics",Yes,Yes,Yes,288,4.7,Yes,-,No,11 to 50,0,0,0,80,No,Yes,No,No,146.432s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,44,Yes,90,35,Yes,"22Y, 4M",82,Yes,"8,822","7,525",Yes,535,881,Yes,No,Yes,77,47,99,8,No,No,Yes,980,"5,880",356,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,1,Yes,No,,,Yes,Yes,No,Yes,-,-,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Volkswagen Of Duluth,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,-,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"Google Analytics,Hotjar",Yes,Yes,Yes,697,4.4,No,-,-,1 to 10,0,0,0,80,No,Yes,Yes,No,0s,Not Detected,Medium,No,Vimeo,Outlook,Not Detected,Not Detected,61,Yes,86,2,Yes,"14Y, 1M",94,Yes,"2,057",307,Yes,22,188,Yes,Yes,No,-,-,-,-,-,-,Yes,800,124,93,,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,0,No,Yes,,,Yes,No,No,No,-,-,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
New Image Med Spa,90,Yes,"Hospitals, Clinics & Medical Centers",Medical Spas,"Jan, Feb, Mar",$793.16k,1,Commercial,$1M - $2.5M,$1K - $5K,-,B2C,"Winter, Valentine, Spring",No,WordPress.org,Google Analytics,Yes,Yes,Yes,75,4.8,Yes,-,No,1 to 10,0,0,0,80,No,Yes,No,No,532.709s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,41,Yes,81,9,Yes,"12Y, 3M",100,Yes,"1,087",71,Yes,148,"1,029",Yes,Yes,Yes,-,-,173,22,No,No,Yes,372,680,297,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,41.57,-,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Shepherd Smith Edwards & Kantas, Llp",90,Yes,Law - Business & Corporate,,,,15,Commercial,$5M - $10M,$1K - $5K,>10Y,-,-,No,,Google Analytics,Yes,Yes,Yes,24,4.8,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,145.186s,Not Detected,Medium,Yes,YouTube,Not Detected,Not Detected,Not Detected,77,Yes,90,33,Yes,"24Y, 2M",88,Yes,636,2,Yes,"1,164","2,483",Yes,Yes,Yes,143,13,176,44,No,No,No,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,56,Yes,<$1K,0,No,Yes,,No,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
